https://www.bhphotovideo.com/c/product/1503556-REG/oculus_301_00178_01_rift_s_pc_powered.html, /html/body/div[1]/main/section/div/div[1]/div[4]/div/div[2]/div/div/div[4]/div[1]/div[1]/div/button, Notify When Available
https://www.walmart.com/ip/Oculus-Rift-S-PC-Powered-VR-Gaming-Headset/231668381, /html/body/div[1]/div[1]/div/div[2]/div/div[1]/div/div[1]/div/div/div/div/div[3]/div[5]/div/div[3]/div/div[2]/div[1]/section/div/div[2]/div/div/div/span, Out of stock
https://www.microsoft.com/en-us/p/Oculus-Rift-S/8VBM8NH7HWWK?icid=oculusrift_hero_pdp_522019&activetab=pivot:overviewtab, /html/body/section/div[1]/div[1]/div[1]/div/div[6]/div/div[4]/div/div/div/div/button, Out of stock
https://www.amazon.com/Oculus-Rift-PC-Powered-Gaming-Headset-pc/dp/B07PTMKYS7, /html/body/div[2]/div[2]/div[6]/div[4]/div[4]/div[15]/div[1]/span/span[2], Available from these sellers.
https://www.microcenter.com/search/search_results.aspx?Ntk=all&sortby=match&N=4294854802+4294813269&myStore=false, /html/body/main/article/div[2]/article/ul/li[1]/div[2]/div/div[1]/div[4]/p[2], AVAILABLE FOR IN-STORE PICKUP ONLY.
https://www.bestbuy.com/site/oculus-rift-s-pc-powered-vr-gaming-headset-black/6343150.p?skuId=6343150, /html/body/div[4]/main/div[1]/div[3]/div[2]/div/div/div[6]/div[1]/div/div/button, Sold Out
